Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Version
NSRDB,35216,-,-,-,28.65,77.65,5.5,0,5.5,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Pressure,Temperature,Wind Speed,GHI,Wind Direction
2003,4,2,10,30,259,663,0,9820,37,0.30000000000000004,796,30.1
2003,4,2,11,30,276,698,0,9810,39,0.30000000000000004,898,29.3
2003,4,2,12,30,280,707,-1,9800,40,0.30000000000000004,927,29.1
2003,4,2,13,30,272,693,-1,9790,40,0.30000000000000004,881,29.200000000000003
2003,4,2,14,30,264,638,-1,9780,39,0.30000000000000004,765,29.5
2003,4,2,15,30,235,554,-2,9780,38,0.30000000000000004,590,29.900000000000002
2003,4,2,16,30,204,381,-3,9780,36,0.2,378,30.400000000000002
2003,4,2,17,30,115,106,-3,9780,33,0.2,141,31.700000000000003
2003,4,2,18,30,1,0,-3,9780,30,0.1,1,34.300000000000004
2003,4,2,19,30,0,0,-3,9790,29,0.1,0,1.1
2003,4,2,20,30,0,0,-4,9790,28,0.2,0,2.8000000000000003
2003,4,2,21,30,0,0,-4,9790,27,0.2,0,3.9000000000000004
2003,4,2,22,30,0,0,-4,9790,26,0.2,0,4.7
2003,4,2,23,30,0,0,-5,9780,25,0.2,0,5.300000000000001
2003,4,3,0,30,0,0,-5,9780,24,0.2,0,5.9
2003,4,3,1,30,0,0,-5,9780,23,0.2,0,6.4
2003,4,3,2,30,0,0,-5,9780,23,0.1,0,6.7
2003,4,3,3,30,0,0,-5,9780,22,0.1,0,7
2003,4,3,4,30,0,0,-5,9790,21,0.1,0,7.300000000000001
2003,4,3,5,30,0,0,-5,9800,21,0.1,0,7.5
2003,4,3,6,30,21,11,-5,9800,23,0.1,22,7.800000000000001
2003,4,3,7,30,152,119,-4,9810,27,0.1,188,8.1
2003,4,3,8,30,86,0,-5,9810,33,0.1,86,8.4
2003,4,3,9,30,119,0,-6,9810,37,0.2,119,9.9
2003,4,3,10,30,387,493,-5,9800,39,0.2,788,11.100000000000001
2003,4,3,11,30,276,699,-5,9790,41,0.2,901,12.200000000000001
2003,4,3,12,30,280,708,-5,9780,41,0.2,930,13.200000000000001
2003,4,3,13,30,274,693,-5,9770,41,0.1,884,14.200000000000001
2003,4,3,14,30,265,638,-5,9760,40,0.1,767,15.4
2003,4,3,15,30,235,555,-5,9760,39,0.1,592,17.5
2003,4,3,16,30,204,384,-5,9760,37,0,380,20.5
2003,4,3,17,30,102,43,-3,9760,33,0,113,24.3
2003,4,3,18,30,1,0,-2,9770,31,0,1,35.1
2003,4,3,19,30,0,0,-4,9780,30,0,0,2.5
2003,4,3,20,30,0,0,-4,9780,29,0,0,4
2003,4,3,21,30,0,0,-5,9780,28,0.1,0,5.2
2003,4,3,22,30,0,0,-5,9780,27,0.1,0,6.2
2003,4,3,23,30,0,0,-5,9780,26,0.1,0,7.2
2003,4,4,0,30,0,0,-4,9770,26,0.1,0,8.200000000000001
2003,4,4,1,30,0,0,-4,9770,25,0.1,0,9.1
2003,4,4,2,30,0,0,-4,9770,24,0.2,0,10.100000000000001
2003,4,4,3,30,0,0,-4,9770,23,0.2,0,11
2003,4,4,4,30,0,0,-3,9780,23,0.2,0,11.5
2003,4,4,5,30,0,0,-3,9780,22,0.30000000000000004,0,11.9
2003,4,4,6,30,23,0,-3,9790,24,0.30000000000000004,23,12.100000000000001
2003,4,4,7,30,135,270,-3,9800,28,0.30000000000000004,216,12.3
2003,4,4,8,30,223,415,-3,9810,32,0.30000000000000004,434,12.200000000000001
2003,4,4,9,30,331,108,-3,9810,36,0.4,405,12.4
2003,4,4,10,30,387,352,-3,9810,38,0.4,675,12.9
2003,4,4,11,30,399,531,-2,9800,39,0.4,876,13.5
2003,4,4,12,30,258,24,-2,9800,40,0.4,281,14.100000000000001
2003,4,4,13,30,397,470,-2,9790,40,0.30000000000000004,812,14.8
2003,4,4,14,30,254,648,-2,9780,40,0.30000000000000004,766,15.5
2003,4,4,15,30,235,556,-2,9780,38,0.2,594,16.3
2003,4,4,16,30,189,422,-2,9780,36,0.1,383,17
2003,4,4,17,30,116,159,-2,9790,33,0.1,156,17
2003,4,4,18,30,1,0,-2,9800,30,0,1,15.700000000000001
2003,4,4,19,30,0,0,-2,9810,29,0,0,13.8
2003,4,4,20,30,0,0,-2,9820,28,0,0,29.1
2003,4,4,21,30,0,0,-2,9820,27,0,0,29.700000000000003
2003,4,4,22,30,0,0,-2,9820,27,0.1,0,29.900000000000002
2003,4,4,23,30,0,0,-2,9820,26,0.1,0,30.400000000000002
2003,4,5,0,30,0,0,-3,9820,25,0.1,0,31.5
2003,4,5,1,30,0,0,-3,9820,24,0.1,0,32.9
2003,4,5,2,30,0,0,-3,9820,23,0.2,0,33.9
2003,4,5,3,30,0,0,-3,9830,22,0.2,0,34.6
2003,4,5,4,30,0,0,-3,9830,22,0.30000000000000004,0,35.2
2003,4,5,5,30,0,0,-3,9840,21,0.30000000000000004,0,35.7
2003,4,5,6,30,23,0,-3,9850,24,0.2,23,0
2003,4,5,7,30,133,275,-2,9860,27,0.2,217,0.1
2003,4,5,8,30,203,464,-2,9860,33,0.2,440,1.8
2003,4,5,9,30,246,580,-2,9870,36,0.1,645,4.1000000000000005
2003,4,5,10,30,261,666,-1,9860,39,0,807,7.1000000000000005
2003,4,5,11,30,277,700,-1,9850,40,0,907,10.8
2003,4,5,12,30,281,709,-1,9840,41,0,935,15.3
2003,4,5,13,30,273,694,0,9830,40,0,888,20.3
2003,4,5,14,30,254,653,0,9830,40,0,771,27.400000000000002
2003,4,5,15,30,236,557,-1,9820,38,0,596,31.5
2003,4,5,16,30,188,424,-1,9830,36,0.1,384,32.9
2003,4,5,17,30,116,143,-1,9830,33,0.2,152,33.6
2003,4,5,18,30,1,0,-2,9840,30,0.2,1,34
2003,4,5,19,30,0,0,-3,9850,29,0.30000000000000004,0,34.4
2003,4,5,20,30,0,0,-4,9860,27,0.30000000000000004,0,34.5
2003,4,5,21,30,0,0,-6,9860,26,0.30000000000000004,0,34.6
2003,4,5,22,30,0,0,-7,9860,25,0.30000000000000004,0,34.800000000000004
2003,4,5,23,30,0,0,-8,9850,24,0.30000000000000004,0,34.9
2003,4,6,0,30,0,0,-9,9850,23,0.30000000000000004,0,35
2003,4,6,1,30,0,0,-9,9840,22,0.30000000000000004,0,35.1
2003,4,6,2,30,0,0,-9,9840,22,0.30000000000000004,0,35.1
2003,4,6,3,30,0,0,-9,9840,21,0.30000000000000004,0,34.9
2003,4,6,4,30,0,0,-9,9850,20,0.30000000000000004,0,34.5
2003,4,6,5,30,0,0,-9,9860,20,0.2,0,34.1
2003,4,6,6,30,25,0,-9,9870,22,0.2,25,33.800000000000004
2003,4,6,7,30,138,98,-8,9880,26,0.2,169,33.6
2003,4,6,8,30,242,347,-9,9890,31,0.2,421,33.800000000000004
2003,4,6,9,30,268,518,-11,9890,35,0.2,626,33.7
2003,4,6,10,30,269,657,-12,9880,37,0.2,810,32.800000000000004
2003,4,6,11,30,277,701,-11,9880,39,0.1,910,31.5
2003,4,6,12,30,281,710,-10,9860,39,0.2,938,30.400000000000002
2003,4,6,13,30,274,695,-9,9860,39,0.2,891,29.8
2003,4,6,14,30,254,654,-8,9850,39,0.2,773,29.900000000000002
2003,4,6,15,30,236,558,-8,9850,37,0.30000000000000004,598,30.3
2003,4,6,16,30,189,425,-8,9850,35,0.30000000000000004,386,30.8
2003,4,6,17,30,117,146,-9,9850,32,0.30000000000000004,154,31.3
2003,4,6,18,30,1,0,-10,9860,29,0.30000000000000004,1,31.700000000000003
2003,4,6,19,30,0,0,-11,9860,28,0.30000000000000004,0,32
2003,4,6,20,30,0,0,-11,9870,27,0.30000000000000004,0,32
2003,4,6,21,30,0,0,-11,9870,26,0.30000000000000004,0,31.900000000000002
2003,4,6,22,30,0,0,-12,9870,25,0.30000000000000004,0,31.8
2003,4,6,23,30,0,0,-12,9870,24,0.30000000000000004,0,31.700000000000003
2003,4,7,0,30,0,0,-12,9870,23,0.30000000000000004,0,31.8
2003,4,7,1,30,0,0,-12,9870,22,0.30000000000000004,0,32
2003,4,7,2,30,0,0,-11,9870,22,0.30000000000000004,0,32.1
2003,4,7,3,30,0,0,-11,9870,21,0.30000000000000004,0,32.1
2003,4,7,4,30,0,0,-11,9880,20,0.30000000000000004,0,31.900000000000002
2003,4,7,5,30,0,0,-10,9880,20,0.30000000000000004,0,31.400000000000002
2003,4,7,6,30,28,0,-10,9890,22,0.30000000000000004,28,30.8
2003,4,7,7,30,144,259,-10,9900,26,0.2,225,30.3
2003,4,7,8,30,204,469,-8,9910,32,0.2,448,30.6
2003,4,7,9,30,246,584,-7,9910,36,0.30000000000000004,652,30.900000000000002
2003,4,7,10,30,262,668,-6,9900,38,0.30000000000000004,814,30.6
2003,4,7,11,30,277,702,-5,9890,39,0.30000000000000004,913,30.400000000000002
2003,4,7,12,30,282,710,-5,9880,40,0.30000000000000004,941,30.3
2003,4,7,13,30,275,695,-5,9870,40,0.30000000000000004,893,30.3
2003,4,7,14,30,255,654,-5,9860,39,0.30000000000000004,775,30.400000000000002
2003,4,7,15,30,237,558,-6,9850,38,0.30000000000000004,600,30.5
2003,4,7,16,30,190,426,-6,9850,36,0.30000000000000004,388,30.700000000000003
2003,4,7,17,30,118,148,-7,9860,33,0.30000000000000004,156,30.900000000000002
2003,4,7,18,30,1,0,-7,9860,30,0.30000000000000004,1,30.900000000000002
2003,4,7,19,30,0,0,-8,9870,29,0.30000000000000004,0,31.1
2003,4,7,20,30,0,0,-8,9870,28,0.30000000000000004,0,31.200000000000003
2003,4,7,21,30,0,0,-8,9870,27,0.30000000000000004,0,31.3
2003,4,7,22,30,0,0,-8,9870,25,0.2,0,31.200000000000003
2003,4,7,23,30,0,0,-8,9870,24,0.2,0,30.900000000000002
2003,4,8,0,30,0,0,-8,9860,23,0.2,0,30.5
2003,4,8,1,30,0,0,-9,9860,22,0.2,0,30.1
2003,4,8,2,30,0,0,-8,9860,22,0.2,0,30
2003,4,8,3,30,0,0,-8,9860,21,0.2,0,30
2003,4,8,4,30,0,0,-8,9860,20,0.2,0,30.1
2003,4,8,5,30,0,0,-8,9860,20,0.2,0,30.200000000000003
2003,4,8,6,30,30,1,-7,9860,23,0.2,31,30.200000000000003
2003,4,8,7,30,147,247,-7,9870,26,0.2,225,30
2003,4,8,8,30,205,472,-6,9870,32,0.2,452,30.5
2003,4,8,9,30,247,586,-5,9870,36,0.2,656,30.700000000000003
2003,4,8,10,30,262,669,-5,9870,38,0.2,817,30.3
2003,4,8,11,30,278,702,-5,9860,39,0.30000000000000004,916,29.900000000000002
2003,4,8,12,30,282,711,-6,9850,40,0.30000000000000004,943,29.8
2003,4,8,13,30,274,696,-6,9840,40,0.30000000000000004,895,29.6
2003,4,8,14,30,255,655,-6,9830,40,0.30000000000000004,777,29.700000000000003
2003,4,8,15,30,237,559,-6,9820,38,0.30000000000000004,602,29.900000000000002
2003,4,8,16,30,190,428,-7,9820,37,0.30000000000000004,390,30.1
2003,4,8,17,30,119,150,-7,9820,34,0.30000000000000004,157,30
2003,4,8,18,30,1,0,-7,9820,30,0.30000000000000004,1,29.700000000000003
2003,4,8,19,30,0,0,-7,9830,29,0.30000000000000004,0,29.400000000000002
2003,4,8,20,30,0,0,-7,9840,28,0.30000000000000004,0,29.200000000000003
2003,4,8,21,30,0,0,-7,9840,27,0.30000000000000004,0,29.1
2003,4,8,22,30,0,0,-7,9840,26,0.30000000000000004,0,29
2003,4,8,23,30,0,0,-7,9840,26,0.30000000000000004,0,29
2003,4,9,0,30,0,0,-7,9830,25,0.2,0,29.1
2003,4,9,1,30,0,0,-7,9830,24,0.2,0,29.400000000000002
2003,4,9,2,30,0,0,-6,9830,23,0.2,0,29.6
2003,4,9,3,30,0,0,-6,9830,22,0.1,0,29.6
2003,4,9,4,30,0,0,-6,9830,22,0.1,0,29.400000000000002
2003,4,9,5,30,0,0,-6,9840,21,0.1,0,28.900000000000002
2003,4,9,6,30,31,0,-6,9850,24,0.1,31,27.900000000000002
2003,4,9,7,30,149,202,-6,9850,28,0,214,26.400000000000002
2003,4,9,8,30,223,409,-6,9860,34,0,438,25.3
2003,4,9,9,30,256,563,-5,9860,38,0.1,651,26.3
2003,4,9,10,30,277,648,-5,9850,41,0.1,816,26.8
2003,4,9,11,30,277,700,-5,9840,42,0.1,915,27.1
2003,4,9,12,30,280,711,-6,9830,42,0.1,943,27.6
2003,4,9,13,30,275,696,-6,9820,42,0.1,897,28.1
2003,4,9,14,30,265,643,-5,9810,41,0.2,779,28.900000000000002
2003,4,9,15,30,243,541,-5,9810,40,0.2,597,29.8
2003,4,9,16,30,209,388,-5,9810,38,0.2,391,30.400000000000002
2003,4,9,17,30,119,137,-5,9810,35,0.2,154,31
2003,4,9,18,30,1,0,-5,9810,32,0.2,1,31.400000000000002
2003,4,9,19,30,0,0,-5,9810,31,0.2,0,31.700000000000003
2003,4,9,20,30,0,0,-5,9820,30,0.1,0,31.6
2003,4,9,21,30,0,0,-6,9820,29,0.1,0,31.3
2003,4,9,22,30,0,0,-6,9820,28,0.1,0,31.1
2003,4,9,23,30,0,0,-6,9810,27,0.1,0,31.1
2003,4,10,0,30,0,0,-7,9810,26,0.1,0,31.400000000000002
2003,4,10,1,30,0,0,-7,9810,26,0.1,0,32
2003,4,10,2,30,0,0,-7,9810,25,0.1,0,32.800000000000004
2003,4,10,3,30,0,0,-7,9810,24,0.1,0,33.7
2003,4,10,4,30,0,0,-7,9820,23,0.1,0,34.9
2003,4,10,5,30,0,0,-7,9820,23,0,0,0.4
2003,4,10,6,30,33,2,-6,9830,26,0,34,2.8000000000000003
2003,4,10,7,30,150,209,-7,9840,30,0,218,8.1
2003,4,10,8,30,223,415,-7,9850,35,0,443,14.5
2003,4,10,9,30,261,552,-6,9840,40,0,650,24.8
2003,4,10,10,30,285,635,-5,9840,43,0,815,26.900000000000002
2003,4,10,11,30,285,687,-4,9830,44,0.1,913,27
2003,4,10,12,30,281,712,-4,9830,44,0.1,946,27.400000000000002
2003,4,10,13,30,273,695,-3,9820,44,0.1,896,28.200000000000003
2003,4,10,14,30,259,646,-3,9810,44,0.2,777,29.200000000000003
2003,4,10,15,30,238,561,-3,9800,42,0.2,606,30
2003,4,10,16,30,214,368,-4,9810,40,0.2,387,30.5
2003,4,10,17,30,120,141,-4,9810,37,0.2,157,31.1
2003,4,10,18,30,1,0,-4,9820,34,0.2,1,31.700000000000003
2003,4,10,19,30,0,0,-4,9820,33,0.2,0,32.1
2003,4,10,20,30,0,0,-5,9830,32,0.2,0,32.300000000000004
2003,4,10,21,30,0,0,-5,9830,31,0.1,0,32.300000000000004
2003,4,10,22,30,0,0,-6,9830,30,0.1,0,32.1
2003,4,10,23,30,0,0,-7,9820,29,0.1,0,31.900000000000002
2003,4,11,0,30,0,0,-7,9820,28,0,0,32
2003,4,11,1,30,0,0,-7,9820,27,0,0,32.6
2003,4,11,2,30,0,0,-8,9820,26,0.1,0,32.9
2003,4,11,3,30,0,0,-8,9820,25,0.1,0,33.1
2003,4,11,4,30,0,0,-8,9830,25,0.1,0,33.5
2003,4,11,5,30,0,0,-8,9830,24,0.1,0,33.9
2003,4,11,6,30,36,5,-8,9840,27,0.1,37,34.1
2003,4,11,7,30,152,183,-8,9850,31,0.1,212,33.9
2003,4,11,8,30,236,364,-9,9850,36,0.1,430,33.300000000000004
2003,4,11,9,30,276,511,-12,9850,41,0.1,638,32.300000000000004
2003,4,11,10,30,299,607,-12,9850,43,0.2,808,31.200000000000003
2003,4,11,11,30,284,690,-11,9840,44,0.2,916,30.6
2003,4,11,12,30,283,712,-10,9830,44,0.30000000000000004,950,30.5
2003,4,11,13,30,275,697,-9,9820,44,0.30000000000000004,901,30.6
2003,4,11,14,30,256,656,-8,9820,43,0.4,783,30.8
2003,4,11,15,30,238,561,-8,9810,42,0.4,607,31.1
2003,4,11,16,30,208,395,-8,9810,40,0.4,395,31.3
2003,4,11,17,30,121,144,-8,9800,37,0.4,159,31.700000000000003
2003,4,11,18,30,1,0,-8,9810,34,0.30000000000000004,1,32
2003,4,11,19,30,0,0,-8,9820,33,0.30000000000000004,0,32.300000000000004
2003,4,11,20,30,0,0,-8,9820,31,0.30000000000000004,0,32.6
2003,4,11,21,30,0,0,-8,9830,30,0.30000000000000004,0,32.7
2003,4,11,22,30,0,0,-8,9820,29,0.2,0,32.5
2003,4,11,23,30,0,0,-8,9820,29,0.2,0,32.2
2003,4,12,0,30,0,0,-8,9820,28,0.2,0,31.900000000000002
2003,4,12,1,30,0,0,-8,9810,27,0.2,0,31.700000000000003
2003,4,12,2,30,0,0,-8,9810,26,0.2,0,31.400000000000002
2003,4,12,3,30,0,0,-8,9810,26,0.30000000000000004,0,30.900000000000002
2003,4,12,4,30,0,0,-8,9820,25,0.30000000000000004,0,30.5
2003,4,12,5,30,0,0,-8,9820,24,0.30000000000000004,0,30.3
2003,4,12,6,30,39,8,-7,9830,27,0.30000000000000004,40,30.1
2003,4,12,7,30,153,206,-7,9840,30,0.30000000000000004,222,30
2003,4,12,8,30,227,407,-7,9840,36,0.30000000000000004,446,30
2003,4,12,9,30,276,546,-6,9840,40,0.30000000000000004,664,30.400000000000002
2003,4,12,10,30,274,658,-3,9840,42,0.30000000000000004,827,30.5
2003,4,12,11,30,275,708,-2,9830,44,0.30000000000000004,925,30.400000000000002
2003,4,12,12,30,278,714,0,9820,44,0.30000000000000004,948,30.1
2003,4,12,13,30,271,697,0,9810,44,0.30000000000000004,899,29.700000000000003
2003,4,12,14,30,270,635,1,9800,43,0.30000000000000004,781,29.5
2003,4,12,15,30,243,547,1,9800,42,0.30000000000000004,604,29.6
2003,4,12,16,30,191,433,2,9790,40,0.4,397,29.6
2003,4,12,17,30,122,147,2,9790,38,0.30000000000000004,161,29.5
2003,4,12,18,30,2,0,2,9790,35,0.30000000000000004,2,29.3
2003,4,12,19,30,0,0,2,9800,34,0.4,0,29
2003,4,12,20,30,0,0,3,9810,33,0.4,0,28.400000000000002
2003,4,12,21,30,0,0,3,9810,32,0.4,0,27.900000000000002
2003,4,12,22,30,0,0,4,9800,31,0.4,0,27.700000000000003
2003,4,12,23,30,0,0,4,9800,30,0.4,0,27.6
2003,4,13,0,30,0,0,5,9790,30,0.4,0,27.700000000000003
2003,4,13,1,30,0,0,6,9790,29,0.4,0,27.8
2003,4,13,2,30,0,0,7,9790,28,0.4,0,28.3
2003,4,13,3,30,0,0,8,9790,28,0.4,0,28.8
2003,4,13,4,30,0,0,8,9800,27,0.4,0,29.200000000000003
2003,4,13,5,30,0,0,8,9800,26,0.4,0,29.700000000000003
2003,4,13,6,30,43,19,8,9810,28,0.30000000000000004,46,30.1
2003,4,13,7,30,155,229,7,9820,32,0.30000000000000004,232,30.3
2003,4,13,8,30,217,452,6,9830,37,0.4,461,30.400000000000002
2003,4,13,9,30,237,596,6,9830,40,0.4,663,30.3
2003,4,13,10,30,259,660,6,9820,42,0.4,816,30.1
2003,4,13,11,30,271,692,6,9820,43,0.4,908,29.8
2003,4,13,12,30,273,699,5,9810,43,0.4,931,29.6
2003,4,13,13,30,268,683,5,9800,43,0.4,884,29.400000000000002
2003,4,13,14,30,253,641,5,9790,43,0.4,770,29.400000000000002
2003,4,13,15,30,227,565,5,9790,41,0.4,600,29.5
2003,4,13,16,30,185,436,4,9790,40,0.30000000000000004,393,29.5
2003,4,13,17,30,123,168,4,9790,37,0.30000000000000004,168,29.400000000000002
2003,4,13,18,30,2,0,4,9790,35,0.2,2,29.5
2003,4,13,19,30,0,0,4,9800,33,0.2,0,29.900000000000002
2003,4,13,20,30,0,0,4,9810,32,0.2,0,30.6
2003,4,13,21,30,0,0,4,9810,32,0.2,0,31.400000000000002
2003,4,13,22,30,0,0,4,9810,31,0.2,0,32
2003,4,13,23,30,0,0,4,9800,30,0.2,0,32.6
2003,4,14,0,30,0,0,4,9800,29,0.30000000000000004,0,33
2003,4,14,1,30,0,0,4,9800,29,0.30000000000000004,0,33.1
2003,4,14,2,30,0,0,4,9800,28,0.2,0,32.7
2003,4,14,3,30,0,0,4,9800,27,0.2,0,31.6
2003,4,14,4,30,0,0,3,9810,26,0.2,0,30.1
2003,4,14,5,30,0,0,3,9820,26,0.2,0,29
2003,4,14,6,30,24,0,3,9830,28,0.2,24,28.400000000000002
2003,4,14,7,30,79,0,3,9840,32,0.2,79,28.3
2003,4,14,8,30,202,489,2,9840,37,0.1,468,28.6
2003,4,14,9,30,238,597,2,9840,41,0,665,24.900000000000002
2003,4,14,10,30,259,660,3,9840,43,0,818,17.3
2003,4,14,11,30,271,691,3,9830,44,0.1,909,16.8
2003,4,14,12,30,273,699,3,9820,44,0.2,933,17
2003,4,14,13,30,268,683,3,9810,44,0.2,885,17.400000000000002
2003,4,14,14,30,253,641,3,9800,43,0.2,771,18.2
2003,4,14,15,30,156,0,3,9790,42,0.2,156,19.3
2003,4,14,16,30,186,438,2,9790,40,0.2,395,20.3
2003,4,14,17,30,123,138,1,9790,37,0.2,160,21.3
2003,4,14,18,30,2,0,1,9790,34,0.1,2,22.700000000000003
2003,4,14,19,30,0,0,0,9800,33,0.1,0,24.400000000000002
2003,4,14,20,30,0,0,0,9800,32,0.1,0,25.900000000000002
2003,4,14,21,30,0,0,0,9810,32,0.2,0,27.3
2003,4,14,22,30,0,0,-1,9810,31,0.2,0,28.6
2003,4,14,23,30,0,0,-1,9810,30,0.2,0,29.8
2003,4,15,0,30,0,0,-1,9810,29,0.2,0,30.8
2003,4,15,1,30,0,0,-1,9810,28,0.30000000000000004,0,31.6
2003,4,15,2,30,0,0,-1,9800,27,0.2,0,32
2003,4,15,3,30,0,0,-1,9800,26,0.2,0,31.8
2003,4,15,4,30,0,0,-1,9810,26,0.2,0,31.5
2003,4,15,5,30,0,0,-1,9810,25,0.1,0,31.200000000000003
2003,4,15,6,30,46,19,-1,9820,28,0.1,49,30.900000000000002
2003,4,15,7,30,156,259,-1,9830,32,0,245,30.6
2003,4,15,8,30,223,464,-2,9830,38,0,477,6.800000000000001
2003,4,15,9,30,251,596,-1,9830,41,0.1,680,12.600000000000001
2003,4,15,10,30,265,675,-1,9820,42,0.1,838,14.3
2003,4,15,11,30,275,708,0,9810,43,0.1,931,15.600000000000001
2003,4,15,12,30,278,715,0,9810,44,0.1,953,16.7
2003,4,15,13,30,272,698,0,9800,44,0.1,904,17.6
2003,4,15,14,30,256,655,-1,9790,43,0.1,787,18.3
2003,4,15,15,30,243,552,-1,9780,42,0.1,610,19.3
2003,4,15,16,30,210,399,-1,9790,40,0,402,20.6
2003,4,15,17,30,126,112,0,9790,37,0,156,22.5
2003,4,15,18,30,3,0,-1,9790,34,0,3,24.8
2003,4,15,19,30,0,0,-1,9800,33,0,0,26.3
2003,4,15,20,30,0,0,-2,9810,32,0,0,27.6
2003,4,15,21,30,0,0,-2,9810,31,0.1,0,28.700000000000003
2003,4,15,22,30,0,0,-2,9810,31,0.1,0,29.3
2003,4,15,23,30,0,0,-3,9810,30,0.1,0,30.1
2003,4,16,0,30,0,0,-3,9800,29,0.1,0,31
2003,4,16,1,30,0,0,-3,9800,28,0.1,0,31.900000000000002
2003,4,16,2,30,0,0,-3,9800,28,0.1,0,32.300000000000004
2003,4,16,3,30,0,0,-3,9800,27,0.1,0,32.2
2003,4,16,4,30,0,0,-3,9810,26,0.1,0,31.700000000000003
2003,4,16,5,30,0,0,-3,9810,26,0,0,31.3
2003,4,16,6,30,26,0,-3,9820,29,0,26,29.8
2003,4,16,7,30,50,0,-3,9830,33,0,50,26.3
2003,4,16,8,30,281,210,-3,9840,38,0,397,21.1
2003,4,16,9,30,295,523,-2,9840,41,0,673,20.900000000000002
2003,4,16,10,30,334,526,-1,9840,43,0,782,22.1
2003,4,16,11,30,274,704,0,9830,44,0.1,927,23.6
2003,4,16,12,30,277,710,0,9820,44,0.1,949,25.200000000000003
2003,4,16,13,30,270,693,0,9820,44,0.1,900,26.6
2003,4,16,14,30,255,651,1,9810,43,0.1,783,28.1
2003,4,16,15,30,229,574,1,9810,42,0.1,612,29.5
2003,4,16,16,30,198,420,1,9810,39,0.1,400,30.6
2003,4,16,17,30,126,178,1,9810,37,0.2,174,31.6
2003,4,16,18,30,3,0,2,9820,34,0.2,3,32.4
2003,4,16,19,30,0,0,2,9830,33,0.2,0,33.1
2003,4,16,20,30,0,0,2,9830,32,0.30000000000000004,0,33.5
2003,4,16,21,30,0,0,3,9840,31,0.30000000000000004,0,33.800000000000004
2003,4,16,22,30,0,0,2,9830,30,0.30000000000000004,0,34.2
2003,4,16,23,30,0,0,2,9830,29,0.30000000000000004,0,34.7
2003,4,17,0,30,0,0,2,9830,28,0.4,0,35
2003,4,17,1,30,0,0,2,9830,28,0.4,0,35.300000000000004
2003,4,17,2,30,0,0,1,9830,27,0.4,0,35.6
2003,4,17,3,30,0,0,1,9830,26,0.30000000000000004,0,35.800000000000004
2003,4,17,4,30,0,0,2,9840,26,0.30000000000000004,0,0
2003,4,17,5,30,0,0,2,9840,26,0.30000000000000004,0,0.1
2003,4,17,6,30,49,19,2,9850,28,0.2,52,0.2
2003,4,17,7,30,163,270,1,9860,32,0.2,258,35.800000000000004
2003,4,17,8,30,211,489,1,9860,36,0.2,482,34.800000000000004
2003,4,17,9,30,272,543,2,9860,39,0.2,666,33.300000000000004
2003,4,17,10,30,280,653,2,9850,40,0.30000000000000004,838,31.900000000000002
2003,4,17,11,30,282,700,1,9840,42,0.30000000000000004,933,31.1
2003,4,17,12,30,294,692,1,9830,42,0.30000000000000004,951,30.400000000000002
2003,4,17,13,30,275,699,1,9820,42,0.30000000000000004,911,30
2003,4,17,14,30,269,642,0,9810,42,0.30000000000000004,791,30
2003,4,17,15,30,266,510,0,9800,41,0.30000000000000004,607,30.3
2003,4,17,16,30,222,266,0,9800,39,0.30000000000000004,351,30.6
2003,4,17,17,30,122,161,0,9800,36,0.2,166,31
2003,4,17,18,30,3,0,0,9810,33,0.2,3,30.900000000000002
2003,4,17,19,30,0,0,0,9810,32,0.2,0,30.6
2003,4,17,20,30,0,0,0,9820,31,0.2,0,29.900000000000002
2003,4,17,21,30,0,0,0,9820,31,0.2,0,29.200000000000003
2003,4,17,22,30,0,0,0,9820,30,0.2,0,29
2003,4,17,23,30,0,0,-1,9810,29,0.2,0,29.3
2003,4,18,0,30,0,0,-1,9810,28,0.2,0,29.8
2003,4,18,1,30,0,0,-2,9800,28,0.2,0,30.400000000000002
2003,4,18,2,30,0,0,-2,9800,27,0.2,0,31.200000000000003
2003,4,18,3,30,0,0,-1,9800,26,0.2,0,31.900000000000002
2003,4,18,4,30,0,0,-1,9800,25,0.2,0,32.7
2003,4,18,5,30,0,0,0,9810,25,0.2,0,33.2
2003,4,18,6,30,52,22,0,9820,28,0.2,55,33.5
2003,4,18,7,30,166,244,0,9820,32,0.1,252,33.300000000000004
2003,4,18,8,30,225,470,0,9830,37,0.1,487,32.300000000000004
2003,4,18,9,30,252,600,1,9830,39,0.2,689,30.900000000000002
2003,4,18,10,30,267,670,1,9820,40,0.2,841,30
2003,4,18,11,30,280,702,1,9820,42,0.2,935,29.5
2003,4,18,12,30,293,694,1,9810,42,0.2,953,29.200000000000003
2003,4,18,13,30,272,698,1,9800,42,0.2,907,29.1
2003,4,18,14,30,286,606,1,9790,42,0.2,780,29.400000000000002
2003,4,18,15,30,248,539,1,9780,40,0.2,609,30
2003,4,18,16,30,188,446,1,9780,38,0.2,404,30.700000000000003
2003,4,18,17,30,120,234,1,9790,36,0.2,184,32.1
