Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Version
NSRDB,35216,-,-,-,28.65,77.65,5.5,0,5.5,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Pressure,Temperature,Wind Speed,GHI,Wind Direction
2002,1,1,0,30,0,0,-7,9940,10,0.2,0,29.8
2002,1,1,1,30,0,0,-7,9930,10,0.2,0,30
2002,1,1,2,30,0,0,-7,9930,9,0.2,0,30.1
2002,1,1,3,30,0,0,-7,9930,9,0.1,0,30.5
2002,1,1,4,30,0,0,-8,9940,8,0.1,0,31.1
2002,1,1,5,30,0,0,-8,9940,8,0.1,0,31.900000000000002
2002,1,1,6,30,0,0,-8,9950,7,0.1,0,32.6
2002,1,1,7,30,11,0,-8,9960,10,0,11,33
2002,1,1,8,30,99,20,-8,9960,14,0,104,34
2002,1,1,9,30,184,52,-8,9970,18,0,205,14.600000000000001
2002,1,1,10,30,182,4,-7,9960,23,0,185,2.8000000000000003
2002,1,1,11,30,199,3,-8,9960,25,0,201,34.7
2002,1,1,12,30,253,18,-9,9950,26,0,265,31.400000000000002
2002,1,1,13,30,300,193,-9,9940,26,0,414,30.200000000000003
2002,1,1,14,30,265,174,-10,9940,26,0,352,31.3
2002,1,1,15,30,181,350,-10,9940,23,0,310,32.4
2002,1,1,16,30,96,139,-9,9940,19,0.1,124,33.300000000000004
2002,1,1,17,30,0,0,-10,9940,17,0.1,0,33.9
2002,1,1,18,30,0,0,-10,9950,16,0.1,0,34
2002,1,1,19,30,0,0,-10,9950,15,0.1,0,33.7
2002,1,1,20,30,0,0,-10,9940,14,0.1,0,32.2
2002,1,1,21,30,0,0,-10,9950,13,0.1,0,30.3
2002,1,1,22,30,0,0,-10,9950,13,0.1,0,29.6
2002,1,1,23,30,0,0,-9,9950,12,0.2,0,29.900000000000002
2002,1,2,0,30,0,0,-9,9950,11,0.2,0,30.5
2002,1,2,1,30,0,0,-9,9950,11,0.2,0,31.3
2002,1,2,2,30,0,0,-9,9950,10,0.2,0,32.1
2002,1,2,3,30,0,0,-9,9950,9,0.2,0,33
2002,1,2,4,30,0,0,-9,9950,9,0.1,0,33.6
2002,1,2,5,30,0,0,-9,9950,8,0.1,0,34
2002,1,2,6,30,0,0,-9,9960,8,0.1,0,34
2002,1,2,7,30,10,0,-9,9970,10,0,10,33.5
2002,1,2,8,30,108,43,-9,9980,14,0,119,32.7
2002,1,2,9,30,203,79,-9,9980,18,0,235,31.700000000000003
2002,1,2,10,30,251,43,-9,9970,23,0.1,274,32.6
2002,1,2,11,30,266,69,-9,9970,25,0.1,308,33.2
2002,1,2,12,30,296,482,-10,9950,25,0.1,596,33.300000000000004
2002,1,2,13,30,209,613,-10,9950,25,0.1,570,33.1
2002,1,2,14,30,195,540,-10,9950,24,0.1,466,33.1
2002,1,2,15,30,163,405,-10,9950,23,0.1,313,33.1
2002,1,2,16,30,98,146,-9,9950,18,0.1,127,33.2
2002,1,2,17,30,0,0,-9,9950,16,0.1,0,33.6
2002,1,2,18,30,0,0,-10,9950,15,0.1,0,34.300000000000004
2002,1,2,19,30,0,0,-9,9960,14,0,0,34.7
2002,1,2,20,30,0,0,-9,9960,13,0,0,33.800000000000004
2002,1,2,21,30,0,0,-9,9950,12,0,0,32.300000000000004
2002,1,2,22,30,0,0,-9,9950,12,0.1,0,31.200000000000003
2002,1,2,23,30,0,0,-9,9960,11,0.1,0,30.8
2002,1,3,0,30,0,0,-9,9960,10,0.1,0,30.900000000000002
2002,1,3,1,30,0,0,-9,9960,10,0.1,0,31.400000000000002
2002,1,3,2,30,0,0,-9,9960,9,0.1,0,31.8
2002,1,3,3,30,0,0,-9,9950,9,0.2,0,32.300000000000004
2002,1,3,4,30,0,0,-9,9950,8,0.2,0,32.7
2002,1,3,5,30,0,0,-9,9950,8,0.1,0,33
2002,1,3,6,30,0,0,-9,9950,8,0.1,0,33.1
2002,1,3,7,30,10,0,-9,9960,10,0.1,10,32.6
2002,1,3,8,30,117,74,-9,9960,14,0,135,31.8
2002,1,3,9,30,201,111,-9,9960,18,0,246,31
2002,1,3,10,30,247,432,-9,9960,23,0,474,33.300000000000004
2002,1,3,11,30,219,611,-9,9940,25,0,586,34.6
2002,1,3,12,30,216,637,-9,9930,26,0,613,33.6
2002,1,3,13,30,211,614,-9,9930,26,0,573,32.6
2002,1,3,14,30,196,542,-9,9930,25,0,469,32.300000000000004
2002,1,3,15,30,165,407,-9,9930,23,0,316,32.4
2002,1,3,16,30,99,153,-8,9930,19,0,130,32.2
2002,1,3,17,30,0,0,-9,9940,17,0,0,33
2002,1,3,18,30,0,0,-9,9940,16,0,0,34.800000000000004
2002,1,3,19,30,0,0,-9,9950,15,0,0,0.9
2002,1,3,20,30,0,0,-9,9950,14,0,0,2.4000000000000004
2002,1,3,21,30,0,0,-9,9940,14,0,0,3.6
2002,1,3,22,30,0,0,-9,9940,13,0,0,4.800000000000001
2002,1,3,23,30,0,0,-10,9940,12,0,0,6
2002,1,4,0,30,0,0,-10,9940,11,0,0,7.2
2002,1,4,1,30,0,0,-10,9930,11,0,0,8.1
2002,1,4,2,30,0,0,-10,9930,10,0,0,7.800000000000001
2002,1,4,3,30,0,0,-10,9930,10,0,0,6.4
2002,1,4,4,30,0,0,-10,9930,9,0,0,6.300000000000001
2002,1,4,5,30,0,0,-10,9930,8,0,0,6.9
2002,1,4,6,30,0,0,-10,9940,8,0,0,7.800000000000001
2002,1,4,7,30,9,0,-10,9950,10,0,9,8.6
2002,1,4,8,30,111,186,-10,9960,14,0,156,9.200000000000001
2002,1,4,9,30,186,324,-10,9970,18,0,317,9.5
2002,1,4,10,30,216,529,-11,9960,23,0.1,495,9.3
2002,1,4,11,30,213,623,-11,9950,25,0.1,588,9
2002,1,4,12,30,216,638,-12,9950,25,0.1,615,9.200000000000001
2002,1,4,13,30,210,616,-12,9940,25,0.1,575,9.200000000000001
2002,1,4,14,30,196,543,-12,9940,24,0,471,9
2002,1,4,15,30,165,409,-13,9930,23,0,318,8.8
2002,1,4,16,30,101,161,-11,9930,18,0,134,9
2002,1,4,17,30,0,0,-12,9940,16,0.1,0,9.200000000000001
2002,1,4,18,30,0,0,-13,9940,15,0.1,0,9.5
2002,1,4,19,30,0,0,-13,9940,14,0.1,0,10
2002,1,4,20,30,0,0,-13,9950,14,0.1,0,10.9
2002,1,4,21,30,0,0,-13,9950,13,0.1,0,12
2002,1,4,22,30,0,0,-12,9940,12,0.1,0,13
2002,1,4,23,30,0,0,-12,9940,12,0.1,0,13.8
2002,1,5,0,30,0,0,-12,9940,11,0,0,14.100000000000001
2002,1,5,1,30,0,0,-12,9940,11,0,0,14.100000000000001
2002,1,5,2,30,0,0,-12,9940,10,0,0,13.4
2002,1,5,3,30,0,0,-12,9930,9,0,0,10.200000000000001
2002,1,5,4,30,0,0,-12,9930,9,0,0,7.6000000000000005
2002,1,5,5,30,0,0,-12,9940,8,0,0,8.5
2002,1,5,6,30,0,0,-12,9940,8,0,0,11.600000000000001
2002,1,5,7,30,9,0,-12,9950,10,0,9,15.200000000000001
2002,1,5,8,30,115,253,-12,9960,15,0,175,16.6
2002,1,5,9,30,167,458,-11,9970,18,0,351,14.600000000000001
2002,1,5,10,30,197,567,-10,9960,23,0.1,496,12.4
2002,1,5,11,30,212,624,-10,9950,24,0.1,589,11.5
2002,1,5,12,30,217,639,-10,9940,25,0.1,617,10.8
2002,1,5,13,30,243,548,-10,9930,25,0.1,568,10.4
2002,1,5,14,30,257,298,-10,9920,24,0.1,409,9.9
2002,1,5,15,30,179,347,-11,9910,22,0.1,310,9.600000000000001
2002,1,5,16,30,87,39,-9,9910,18,0,95,10.8
2002,1,5,17,30,0,0,-10,9910,16,0,0,14.200000000000001
2002,1,5,18,30,0,0,-11,9910,15,0,0,21.8
2002,1,5,19,30,0,0,-11,9920,14,0,0,27.1
2002,1,5,20,30,0,0,-11,9920,13,0,0,30.3
2002,1,5,21,30,0,0,-11,9920,12,0,0,32.800000000000004
2002,1,5,22,30,0,0,-11,9920,11,0,0,34.1
2002,1,5,23,30,0,0,-11,9910,11,0.1,0,34.5
2002,1,6,0,30,0,0,-11,9910,10,0.1,0,34.7
2002,1,6,1,30,0,0,-11,9910,10,0.1,0,35.1
2002,1,6,2,30,0,0,-11,9920,9,0.1,0,35
2002,1,6,3,30,0,0,-11,9910,9,0.1,0,35.1
2002,1,6,4,30,0,0,-11,9910,8,0,0,0.4
2002,1,6,5,30,0,0,-11,9920,8,0,0,3.4000000000000004
2002,1,6,6,30,0,0,-11,9930,8,0,0,6.2
2002,1,6,7,30,9,0,-11,9930,10,0.1,9,8.200000000000001
2002,1,6,8,30,114,148,-11,9940,14,0.1,150,9.5
2002,1,6,9,30,195,386,-11,9950,18,0.1,351,10.8
2002,1,6,10,30,197,568,-10,9950,22,0.1,497,12
2002,1,6,11,30,213,624,-9,9940,24,0.2,590,12.8
2002,1,6,12,30,232,605,-9,9940,25,0.2,612,13.4
2002,1,6,13,30,242,517,-9,9930,25,0.1,550,13.8
2002,1,6,14,30,198,547,-9,9920,24,0.1,477,14.100000000000001
2002,1,6,15,30,167,414,-8,9920,23,0.1,324,14
2002,1,6,16,30,103,153,-8,9920,19,0,135,13.9
2002,1,6,17,30,0,0,-8,9920,17,0,0,12.9
2002,1,6,18,30,0,0,-8,9920,16,0,0,9.600000000000001
2002,1,6,19,30,0,0,-8,9920,15,0,0,5.1000000000000005
2002,1,6,20,30,0,0,-8,9930,14,0,0,3.5
2002,1,6,21,30,0,0,-8,9930,13,0,0,3.2
2002,1,6,22,30,0,0,-8,9930,13,0,0,2.1
2002,1,6,23,30,0,0,-9,9930,12,0,0,0.2
2002,1,7,0,30,0,0,-9,9930,12,0,0,35.800000000000004
2002,1,7,1,30,0,0,-9,9930,11,0,0,0.1
2002,1,7,2,30,0,0,-9,9930,11,0,0,35.7
2002,1,7,3,30,0,0,-9,9930,10,0,0,35.300000000000004
2002,1,7,4,30,0,0,-9,9930,10,0,0,35.2
2002,1,7,5,30,0,0,-9,9940,9,0,0,35
2002,1,7,6,30,0,0,-9,9940,9,0,0,34.1
2002,1,7,7,30,9,0,-9,9940,11,0,9,32.7
2002,1,7,8,30,114,253,-9,9950,15,0,174,31.400000000000002
2002,1,7,9,30,166,458,-9,9970,19,0,351,30.8
2002,1,7,10,30,198,568,-8,9960,23,0,498,33.300000000000004
2002,1,7,11,30,213,625,-8,9960,24,0,592,1
2002,1,7,12,30,217,641,-7,9950,25,0,621,4.9
2002,1,7,13,30,211,620,-7,9940,25,0,582,7.2
2002,1,7,14,30,198,549,-8,9930,25,0,480,7.1000000000000005
2002,1,7,15,30,168,416,-8,9930,23,0,327,6.1000000000000005
2002,1,7,16,30,104,161,-7,9930,19,0,138,5
2002,1,7,17,30,1,0,-8,9930,17,0,1,2.9000000000000004
2002,1,7,18,30,0,0,-8,9930,16,0,0,0.1
2002,1,7,19,30,0,0,-8,9930,15,0,0,34
2002,1,7,20,30,0,0,-8,9940,14,0.1,0,33.4
2002,1,7,21,30,0,0,-8,9940,14,0.1,0,33.5
2002,1,7,22,30,0,0,-8,9940,13,0.1,0,33.800000000000004
2002,1,7,23,30,0,0,-8,9940,12,0.1,0,34.300000000000004
2002,1,8,0,30,0,0,-8,9940,12,0.1,0,35.1
2002,1,8,1,30,0,0,-8,9940,11,0.1,0,35.800000000000004
2002,1,8,2,30,0,0,-8,9940,10,0.1,0,0.30000000000000004
2002,1,8,3,30,0,0,-8,9930,10,0.1,0,0.9
2002,1,8,4,30,0,0,-8,9930,9,0.1,0,1.8
2002,1,8,5,30,0,0,-7,9930,9,0.1,0,2.8000000000000003
2002,1,8,6,30,0,0,-7,9940,9,0.1,0,3.7
2002,1,8,7,30,9,0,-7,9940,11,0.1,9,4.5
2002,1,8,8,30,114,253,-6,9950,16,0.1,174,5.6000000000000005
2002,1,8,9,30,167,459,-6,9960,20,0,352,6.9
2002,1,8,10,30,198,569,-6,9960,24,0,499,8.4
2002,1,8,11,30,213,626,-6,9950,26,0,593,8.9
2002,1,8,12,30,218,642,-6,9940,27,0,623,8.9
2002,1,8,13,30,212,621,-7,9940,27,0,585,32.6
2002,1,8,14,30,198,551,-7,9930,26,0,482,30.5
2002,1,8,15,30,161,440,-7,9930,24,0,330,30.5
2002,1,8,16,30,102,214,-7,9930,20,0,148,30
2002,1,8,17,30,1,0,-7,9930,18,0.1,1,30.400000000000002
2002,1,8,18,30,0,0,-7,9940,17,0.1,0,31.6
2002,1,8,19,30,0,0,-7,9950,16,0.1,0,33.1
2002,1,8,20,30,0,0,-7,9950,15,0.1,0,33.9
2002,1,8,21,30,0,0,-7,9950,14,0.1,0,33.800000000000004
2002,1,8,22,30,0,0,-8,9950,14,0.1,0,33.300000000000004
2002,1,8,23,30,0,0,-8,9950,13,0.1,0,32.9
2002,1,9,0,30,0,0,-8,9940,12,0.1,0,32.800000000000004
2002,1,9,1,30,0,0,-8,9940,12,0.1,0,33
2002,1,9,2,30,0,0,-8,9940,11,0.1,0,33.2
2002,1,9,3,30,0,0,-8,9940,10,0.1,0,33.5
2002,1,9,4,30,0,0,-9,9940,10,0.1,0,33.800000000000004
2002,1,9,5,30,0,0,-9,9940,9,0.1,0,33.7
2002,1,9,6,30,0,0,-9,9950,9,0,0,32.6
2002,1,9,7,30,14,0,-9,9960,12,0,14,31
2002,1,9,8,30,110,144,-9,9970,16,0.1,145,29.900000000000002
2002,1,9,9,30,205,137,-9,9980,19,0.1,261,29.400000000000002
2002,1,9,10,30,241,472,-9,9980,24,0.1,492,29.5
2002,1,9,11,30,213,627,-9,9960,26,0.1,595,29.8
2002,1,9,12,30,219,643,-9,9950,26,0.1,626,30
2002,1,9,13,30,212,623,-9,9950,26,0.1,587,30
2002,1,9,14,30,195,560,-9,9940,26,0.1,485,30.200000000000003
2002,1,9,15,30,170,421,-9,9930,24,0.1,333,30.400000000000002
2002,1,9,16,30,103,196,-9,9930,20,0.1,146,30.6
2002,1,9,17,30,1,0,-10,9940,17,0.1,1,31.1
2002,1,9,18,30,0,0,-10,9940,16,0.1,0,31.700000000000003
2002,1,9,19,30,0,0,-10,9940,15,0.1,0,32.4
2002,1,9,20,30,0,0,-10,9940,14,0.1,0,33.1
2002,1,9,21,30,0,0,-10,9940,13,0.1,0,33.5
2002,1,9,22,30,0,0,-10,9940,12,0.1,0,33.5
2002,1,9,23,30,0,0,-10,9930,12,0.2,0,33.300000000000004
2002,1,10,0,30,0,0,-11,9940,11,0.2,0,33.2
2002,1,10,1,30,0,0,-11,9940,10,0.2,0,33.2
2002,1,10,2,30,0,0,-11,9930,9,0.2,0,33.2
2002,1,10,3,30,0,0,-11,9930,9,0.1,0,33.300000000000004
2002,1,10,4,30,0,0,-11,9940,9,0.1,0,33.4
2002,1,10,5,30,0,0,-11,9940,9,0.1,0,33.300000000000004
2002,1,10,6,30,0,0,-11,9950,9,0.1,0,32.5
2002,1,10,7,30,8,0,-11,9950,11,0.1,8,30.900000000000002
2002,1,10,8,30,113,113,-11,9960,15,0.1,140,29.700000000000003
2002,1,10,9,30,203,349,-11,9960,19,0.1,344,28.8
2002,1,10,10,30,258,79,-12,9960,23,0.1,300,30.400000000000002
2002,1,10,11,30,267,28,-12,9950,25,0.2,285,30.5
2002,1,10,12,30,328,152,-12,9940,26,0.2,425,30.1
2002,1,10,13,30,289,78,-13,9930,26,0.2,337,29.900000000000002
2002,1,10,14,30,255,447,-13,9930,25,0.2,488,29.900000000000002
2002,1,10,15,30,173,405,-13,9930,24,0.2,331,30.1
2002,1,10,16,30,107,162,-13,9930,20,0.2,143,30.5
2002,1,10,17,30,1,0,-14,9930,17,0.2,1,31
2002,1,10,18,30,0,0,-14,9930,16,0.2,0,31.3
2002,1,10,19,30,0,0,-15,9930,15,0.2,0,31.400000000000002
2002,1,10,20,30,0,0,-15,9930,14,0.2,0,31.400000000000002
2002,1,10,21,30,0,0,-16,9940,13,0.2,0,31.200000000000003
2002,1,10,22,30,0,0,-16,9930,12,0.30000000000000004,0,31.1
2002,1,10,23,30,0,0,-16,9930,12,0.30000000000000004,0,31
2002,1,11,0,30,0,0,-17,9930,11,0.30000000000000004,0,31.1
2002,1,11,1,30,0,0,-17,9930,10,0.30000000000000004,0,31.3
2002,1,11,2,30,0,0,-17,9930,9,0.30000000000000004,0,31.5
2002,1,11,3,30,0,0,-17,9930,9,0.30000000000000004,0,31.5
2002,1,11,4,30,0,0,-17,9930,8,0.30000000000000004,0,31.5
2002,1,11,5,30,0,0,-17,9920,8,0.30000000000000004,0,31.3
2002,1,11,6,30,0,0,-17,9930,8,0.30000000000000004,0,31.200000000000003
2002,1,11,7,30,11,0,-17,9930,10,0.30000000000000004,11,31
2002,1,11,8,30,114,254,-17,9930,14,0.30000000000000004,175,30.700000000000003
2002,1,11,9,30,167,460,-17,9940,18,0.30000000000000004,354,30.400000000000002
2002,1,11,10,30,198,572,-17,9930,23,0.30000000000000004,503,30.6
2002,1,11,11,30,215,624,-17,9920,25,0.30000000000000004,597,30.5
2002,1,11,12,30,218,646,-17,9900,26,0.30000000000000004,630,30
2002,1,11,13,30,213,626,-16,9890,26,0.30000000000000004,593,29.400000000000002
2002,1,11,14,30,197,564,-15,9890,26,0.4,492,29.200000000000003
2002,1,11,15,30,172,426,-13,9880,25,0.4,339,29.1
2002,1,11,16,30,109,170,-13,9880,22,0.30000000000000004,147,28.900000000000002
2002,1,11,17,30,1,0,-12,9890,19,0.4,1,28.700000000000003
2002,1,11,18,30,0,0,-12,9890,18,0.4,0,28.900000000000002
2002,1,11,19,30,0,0,-11,9890,17,0.4,0,29
2002,1,11,20,30,0,0,-11,9900,16,0.4,0,29.1
2002,1,11,21,30,0,0,-10,9890,15,0.4,0,29.200000000000003
2002,1,11,22,30,0,0,-10,9890,14,0.4,0,29.400000000000002
2002,1,11,23,30,0,0,-9,9890,14,0.4,0,29.6
2002,1,12,0,30,0,0,-9,9880,13,0.4,0,29.8
2002,1,12,1,30,0,0,-8,9880,13,0.4,0,29.900000000000002
2002,1,12,2,30,0,0,-7,9880,12,0.4,0,30
2002,1,12,3,30,0,0,-7,9880,12,0.4,0,30
2002,1,12,4,30,0,0,-6,9880,11,0.4,0,30.1
2002,1,12,5,30,0,0,-6,9880,11,0.4,0,30.1
2002,1,12,6,30,0,0,-6,9890,10,0.4,0,30.200000000000003
2002,1,12,7,30,11,0,-6,9900,12,0.30000000000000004,11,30.400000000000002
2002,1,12,8,30,112,249,-5,9910,15,0.30000000000000004,172,30.5
2002,1,12,9,30,167,461,-4,9910,20,0.30000000000000004,355,30.5
2002,1,12,10,30,199,573,-3,9900,23,0.30000000000000004,505,30.700000000000003
2002,1,12,11,30,216,627,-2,9900,26,0.30000000000000004,601,30.6
2002,1,12,12,30,221,642,-2,9890,27,0.30000000000000004,632,30.6
2002,1,12,13,30,215,622,-2,9880,27,0.30000000000000004,594,30.700000000000003
2002,1,12,14,30,196,565,-3,9870,27,0.30000000000000004,493,30.900000000000002
2002,1,12,15,30,160,456,-3,9870,26,0.30000000000000004,340,31.200000000000003
2002,1,12,16,30,107,226,-3,9880,23,0.2,158,31.1
2002,1,12,17,30,1,0,-3,9880,20,0.2,1,30.8
2002,1,12,18,30,0,0,-3,9880,19,0.2,0,30.700000000000003
2002,1,12,19,30,0,0,-3,9890,18,0.2,0,30.700000000000003
2002,1,12,20,30,0,0,-3,9890,17,0.2,0,30.700000000000003
2002,1,12,21,30,0,0,-2,9890,16,0.2,0,30.6
2002,1,12,22,30,0,0,-2,9890,15,0.2,0,30.5
2002,1,12,23,30,0,0,-2,9880,14,0.2,0,30.400000000000002
2002,1,13,0,30,0,0,-2,9880,13,0.2,0,30.5
2002,1,13,1,30,0,0,-2,9880,13,0.2,0,30.8
2002,1,13,2,30,0,0,-2,9870,12,0.2,0,31.200000000000003
2002,1,13,3,30,0,0,-2,9880,12,0.1,0,31.8
2002,1,13,4,30,0,0,-2,9880,11,0,0,34
2002,1,13,5,30,0,0,-2,9880,11,0,0,8.5
2002,1,13,6,30,0,0,-2,9890,11,0.1,0,11.3
2002,1,13,7,30,6,0,-2,9890,13,0.1,6,12.3
2002,1,13,8,30,112,145,-2,9900,16,0.1,147,12.4
2002,1,13,9,30,209,154,-2,9900,21,0.1,272,12.3
2002,1,13,10,30,253,402,-2,9900,24,0.1,469,12.9
2002,1,13,11,30,243,544,-2,9890,27,0.1,578,13.700000000000001
2002,1,13,12,30,219,628,-2,9880,28,0.1,622,14.3
2002,1,13,13,30,264,459,-1,9870,28,0.1,545,14.700000000000001
2002,1,13,14,30,194,555,-1,9860,27,0.1,488,15
2002,1,13,15,30,159,449,-1,9860,26,0.1,338,15
2002,1,13,16,30,111,141,-1,9860,23,0.1,143,14.3
2002,1,13,17,30,2,0,-2,9860,20,0.2,2,13.100000000000001
2002,1,13,18,30,0,0,-2,9870,19,0.2,0,12.5
2002,1,13,19,30,0,0,-3,9870,18,0.2,0,12.3
2002,1,13,20,30,0,0,-4,9870,18,0.30000000000000004,0,12.5
2002,1,13,21,30,0,0,-5,9870,17,0.30000000000000004,0,12.700000000000001
2002,1,13,22,30,0,0,-6,9870,16,0.30000000000000004,0,12.9
2002,1,13,23,30,0,0,-7,9860,16,0.30000000000000004,0,13.200000000000001
2002,1,14,0,30,0,0,-7,9860,15,0.30000000000000004,0,13.4
2002,1,14,1,30,0,0,-6,9860,14,0.2,0,13.5
2002,1,14,2,30,0,0,-6,9850,13,0.2,0,13.100000000000001
2002,1,14,3,30,0,0,-5,9850,13,0.2,0,12.5
2002,1,14,4,30,0,0,-5,9850,12,0.2,0,11.8
2002,1,14,5,30,0,0,-5,9860,12,0.2,0,11.200000000000001
2002,1,14,6,30,0,0,-6,9870,12,0.2,0,10.700000000000001
2002,1,14,7,30,9,0,-7,9870,14,0.2,9,10.4
2002,1,14,8,30,123,149,-7,9880,17,0.2,159,10.700000000000001
2002,1,14,9,30,185,48,-7,9890,21,0.2,205,11.200000000000001
2002,1,14,10,30,246,56,-7,9880,24,0.30000000000000004,277,11.700000000000001
2002,1,14,11,30,215,618,-7,9860,26,0.30000000000000004,597,12.3
2002,1,14,12,30,287,67,-6,9850,27,0.30000000000000004,331,12.8
2002,1,14,13,30,270,28,-5,9840,27,0.2,288,13.4
2002,1,14,14,30,91,0,-4,9840,27,0.2,91,13.700000000000001
2002,1,14,15,30,134,0,-4,9830,25,0.2,134,13.8
2002,1,14,16,30,102,59,-3,9830,23,0.2,116,13.3
2002,1,14,17,30,2,0,-3,9840,20,0.2,2,12.4
2002,1,14,18,30,0,0,-3,9840,20,0.2,0,11.8
2002,1,14,19,30,0,0,-3,9850,20,0.2,0,11.5
2002,1,14,20,30,0,0,-3,9850,20,0.30000000000000004,0,11.600000000000001
2002,1,14,21,30,0,0,-4,9850,20,0.2,0,11.9
2002,1,14,22,30,0,0,-3,9840,19,0.2,0,12.3
2002,1,14,23,30,0,0,-3,9840,19,0.2,0,12.700000000000001
2002,1,15,0,30,0,0,-2,9840,18,0.2,0,12.700000000000001
2002,1,15,1,30,0,0,-1,9840,18,0.2,0,12.4
2002,1,15,2,30,0,0,-1,9830,17,0.2,0,12
2002,1,15,3,30,0,0,0,9830,17,0.2,0,11.5
2002,1,15,4,30,0,0,0,9830,16,0.2,0,11
2002,1,15,5,30,0,0,0,9830,16,0.2,0,10.8
2002,1,15,6,30,0,0,1,9840,16,0.2,0,11
2002,1,15,7,30,9,0,2,9850,15,0.2,9,11.4
2002,1,15,8,30,107,56,4,9860,15,0.2,121,11.700000000000001
2002,1,15,9,30,72,0,5,9870,15,0.2,72,11.8
2002,1,15,10,30,262,89,7,9860,16,0.2,310,12
2002,1,15,11,30,102,0,8,9850,16,0.2,102,12.4
2002,1,15,12,30,109,0,9,9850,16,0.2,109,12.9
2002,1,15,13,30,106,0,8,9850,16,0.2,106,13.5
2002,1,15,14,30,92,0,9,9840,16,0.1,92,13.600000000000001
2002,1,15,15,30,67,0,9,9850,16,0.1,67,13.3
2002,1,15,16,30,32,0,9,9860,15,0.1,32,12.3
2002,1,15,17,30,2,0,10,9860,15,0.1,2,10.100000000000001
2002,1,15,18,30,0,0,10,9860,15,0.1,0,7.9
2002,1,15,19,30,0,0,10,9860,14,0.1,0,7
2002,1,15,20,30,0,0,9,9870,13,0.2,0,6.9
2002,1,15,21,30,0,0,9,9870,13,0.2,0,6.9
2002,1,15,22,30,0,0,9,9860,12,0.2,0,6.800000000000001
2002,1,15,23,30,0,0,9,9860,12,0.2,0,6.9
2002,1,16,0,30,0,0,9,9860,12,0.2,0,6.9
2002,1,16,1,30,0,0,9,9860,11,0.2,0,6.7
2002,1,16,2,30,0,0,9,9860,10,0.2,0,6.4
2002,1,16,3,30,0,0,9,9870,10,0.2,0,6.4
2002,1,16,4,30,0,0,9,9870,10,0.2,0,7
2002,1,16,5,30,0,0,8,9880,9,0.2,0,7.9
2002,1,16,6,30,0,0,8,9880,9,0.2,0,8.8
2002,1,16,7,30,9,0,9,9890,11,0.2,9,9.600000000000001
2002,1,16,8,30,99,26,11,9890,13,0.2,106,10.100000000000001
2002,1,16,9,30,140,0,12,9900,16,0.2,140,10.4
2002,1,16,10,30,172,1,10,9890,19,0.2,173,10.9
2002,1,16,11,30,149,0,9,9880,21,0.2,149,11.100000000000001
2002,1,16,12,30,196,1,9,9870,22,0.2,197,11.200000000000001
2002,1,16,13,30,151,0,8,9870,23,0.2,151,11.200000000000001
2002,1,16,14,30,114,0,8,9860,23,0.1,114,11.3
2002,1,16,15,30,126,0,8,9860,22,0.1,126,11.5
2002,1,16,16,30,44,0,9,9860,19,0,44,11
2002,1,16,17,30,2,0,9,9860,17,0,2,8.6
2002,1,16,18,30,0,0,7,9870,16,0,0,5
2002,1,16,19,30,0,0,7,9870,16,0,0,2.2
2002,1,16,20,30,0,0,7,9870,15,0,0,2.3000000000000003
2002,1,16,21,30,0,0,7,9870,15,0.1,0,3.3000000000000003
2002,1,16,22,30,0,0,7,9870,14,0.1,0,3.7
2002,1,16,23,30,0,0,6,9870,14,0.1,0,4.3
2002,1,17,0,30,0,0,6,9860,14,0.1,0,5.300000000000001
2002,1,17,1,30,0,0,6,9860,13,0.1,0,6.300000000000001
2002,1,17,2,30,0,0,6,9860,13,0.1,0,6.9
2002,1,17,3,30,0,0,6,9860,13,0.1,0,7.5
2002,1,17,4,30,0,0,6,9860,12,0.1,0,8.3
2002,1,17,5,30,0,0,6,9870,12,0.1,0,9.1
2002,1,17,6,30,0,0,6,9880,12,0,0,9.700000000000001
2002,1,17,7,30,10,0,6,9880,14,0,10,10.4
2002,1,17,8,30,122,93,6,9890,15,0,145,8.9
2002,1,17,9,30,221,106,6,9890,18,0,265,8.5
2002,1,17,10,30,304,116,7,9890,21,0,367,8.9
2002,1,17,11,30,316,256,7,9870,23,0,476,7.300000000000001
2002,1,17,12,30,342,220,7,9860,23,0,486,6.2
2002,1,17,13,30,278,458,7,9860,24,0,563,5.6000000000000005
2002,1,17,14,30,216,511,7,9850,23,0,492,5.1000000000000005
2002,1,17,15,30,162,456,7,9850,22,0,349,3.7
2002,1,17,16,30,109,77,8,9850,19,0,128,1.2000000000000002
2002,1,17,17,30,2,0,9,9860,17,0.1,2,35.5
2002,1,17,18,30,0,0,7,9870,17,0.1,0,35.1
2002,1,17,19,30,0,0,6,9870,16,0.2,0,35.1
2002,1,17,20,30,0,0,6,9870,16,0.2,0,35.4
2002,1,17,21,30,0,0,6,9870,15,0.30000000000000004,0,35.7
2002,1,17,22,30,0,0,6,9870,15,0.30000000000000004,0,0
